CarCode,shiftlimit,revlimit,torquevol,torquepoint,torqueA,torqueB,torqueC,torqueD,torqueE,torqueF,torqueG,torqueH,torqueI,torqueJ,torqueK,torqueL,torqueM,torqueN,torqueO,torqueP,torqueQ,torqueR,torqueS,torqueT,torqueU,torqueV,torqueW,torqueX,rpmA,rpmB,rpmC,rpmD,rpmE,rpmF,rpmG,rpmH,rpmI,rpmJ,rpmK,rpmL,rpmM,rpmN,rpmO,rpmP,rpmQ,rpmR,rpmS,rpmT,rpmU,rpmV,rpmW,rpmX
3265,8200.0,8500.0,100.0,16.0,19.18,23.0,27.5,31.12,34.64,37.31,39.4,41.08,43.26,45.14,46.18,47.42,47.33,47.16,47.0,40.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,6000.0,6500.0,100.0,12.0,6.23,7.22,8.02,8.93,9.59,10.12,10.2,10.14,9.95,9.8,8.71,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,6000.0,6500.0,100.0,12.0,11.49,12.96,14.8,16.77,17.53,17.89,18.04,18.4,18.22,17.6,15.26,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3438,6300.0,6500.0,100.0,12.0,1.8,2.45,3.13,3.67,4.16,4.49,4.46,4.36,4.23,4.05,3.8,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,8200.0,8500.0,100.0,16.0,17.85,21.41,24.64,28.09,32.03,35.8,40.5,43.73,45.17,45.67,45.51,44.38,43.36,42.06,40.32,32.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,6500.0,7000.0,100.0,13.0,24.6,32.9,35.7,35.7,35.7,35.7,35.7,34.65,33.2,31.0,28.6,24.04,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415,5500.0,6000.0,100.0,11.0,18.24,21.12,23.41,24.94,25.94,26.7,26.65,26.57,26.2,23.46,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,7500.0,8000.0,100.0,15.0,25.96,29.47,32.6,36.24,38.81,41.69,44.2,47.46,49.0,48.71,47.77,47.15,46.0,40.63,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,6500.0,7000.0,100.0,13.0,11.37,13.23,15.06,18.11,19.53,19.88,20.06,20.25,20.5,20.2,17.45,13.51,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,6500.0,7000.0,100.0,13.0,10.72,11.57,11.95,12.51,12.96,13.71,14.72,15.35,15.8,15.66,15.64,15.5,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3337,6500.0,7000.0,100.0,20.0,17.86,19.39,24.49,30.61,32.65,32.65,32.65,32.65,32.65,32.65,32.65,32.65,32.35,31.84,31.02,30.1,28.78,27.35,25.71,23.98,0.0,0.0,0.0,0.0,1000.0,1250.0,1500.0,1750.0,2000.0,2250.0,2750.0,3250.0,3750.0,4250.0,4750.0,5000.0,5250.0,5500.0,5750.0,6000.0,6250.0,6500.0,6750.0,7000.0,0.0,0.0,0.0,0.0
1549,7500.0,8000.0,100.0,15.0,30.18,32.23,34.11,36.69,38.26,38.16,38.2,40.14,41.8,41.48,40.77,40.2,39.5,34.87,29.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,8600.0,9000.0,100.0,17.0,20.57,27.48,33.87,39.11,42.96,48.27,56.26,58.0,57.78,57.56,57.38,57.08,56.55,56.33,56.0,48.56,39.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3343,7000.0,7500.0,100.0,14.0,51.02,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,67.04,59.18,51.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,5500.0,6000.0,100.0,11.0,19.06,23.09,26.54,29.98,33.1,35.71,37.58,38.7,38.5,37.2,33.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,8000.0,8500.0,100.0,16.0,45.94,53.09,58.99,63.9,67.78,70.96,73.29,74.99,76.19,76.53,76.36,76.06,74.81,71.86,68.0,59.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,8000.0,8500.0,100.0,16.0,33.7,37.3,40.16,43.22,45.25,46.82,48.24,49.5,50.0,48.9,47.67,46.6,44.68,41.6,34.11,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3309,7500.0,8000.0,100.0,15.0,41.87,45.32,48.16,51.43,54.1,56.68,61.22,70.41,73.47,76.02,77.55,81.63,80.94,79.49,70.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,8300.0,8500.0,100.0,16.0,28.57,32.93,37.24,37.76,39.01,40.24,41.63,43.88,43.88,43.88,43.88,42.65,41.36,40.14,37.07,33.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,6600.0,7000.0,100.0,14.0,18.71,22.39,23.42,27.24,30.69,32.7,32.06,30.77,30.64,30.58,30.01,29.08,26.47,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,6800.0,7000.0,100.0,13.0,23.85,32.6,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,37.0,34.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,7000.0,7500.0,100.0,14.0,5.78,6.41,7.16,7.67,8.09,8.62,8.9,8.7,8.55,8.27,8.14,7.98,7.25,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,8500.0,9000.0,100.0,17.0,18.85,21.63,24.0,25.86,27.65,28.85,29.86,30.72,31.26,31.4,31.33,31.0,30.33,29.31,27.7,24.72,20.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3454,6400.0,6600.0,100.0,13.0,19.09,20.59,22.14,23.81,25.08,26.0,25.96,24.82,23.63,22.7,21.5,18.76,14.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,6400.0,7000.0,100.0,13.0,19.7,21.77,23.48,24.73,26.06,27.55,28.56,29.2,29.15,26.8,24.0,20.98,18.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,8000.0,8500.0,100.0,16.0,16.04,19.08,22.59,25.87,29.09,31.59,33.8,36.0,37.2,37.02,36.3,34.87,33.8,32.61,30.8,24.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,7000.0,7200.0,100.0,14.0,13.94,15.38,17.03,18.71,20.06,21.65,22.8,23.5,23.46,23.44,23.41,23.4,22.0,13.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,8300.0,8500.0,100.0,16.0,25.1,28.48,31.57,34.59,37.18,39.62,40.82,40.73,40.56,40.44,40.14,39.84,39.24,38.43,37.41,35.5,29.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,7300.0,7500.0,100.0,14.0,13.36,14.53,16.03,17.75,19.51,20.91,22.57,23.77,24.5,24.46,24.44,24.41,24.4,20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,7600.0,8000.0,100.0,15.0,29.07,44.78,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,51.39,47.39,44.0,41.06,32.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,7000.0,7500.0,100.0,14.0,33.62,37.48,41.04,44.23,47.36,49.8,51.0,50.82,49.75,48.28,46.81,44.2,37.12,29.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,6600.0,7000.0,100.0,13.0,76.07,91.19,116.7,127.55,127.55,127.55,127.55,127.55,127.55,127.55,119.48,100.19,81.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3217,6500.0,7000.0,100.0,13.0,31.8,36.5,41.4,47.2,52.0,56.3,60.45,63.0,62.3,59.4,55.0,46.6,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,6000.0,6200.0,100.0,12.0,13.64,18.18,24.0,30.91,36.06,38.71,40.1,39.17,38.11,36.82,35.1,28.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3387,6600.0,7000.0,100.0,13.0,56.1,64.86,72.51,79.16,84.54,88.6,88.05,86.29,83.82,80.96,78.0,72.7,55.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,6500.0,7000.0,100.0,13.0,35.88,43.03,50.18,56.07,60.27,62.6,63.44,63.6,62.1,59.3,55.0,48.12,39.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,6800.0,7000.0,100.0,13.0,38.91,47.53,55.27,60.58,63.48,65.26,66.71,67.41,65.9,63.48,59.72,51.16,38.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,6600.0,7000.0,100.0,13.0,58.77,78.85,88.72,94.1,97.36,98.9,98.11,96.24,94.19,92.4,89.25,84.3,67.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,5400.0,6000.0,100.0,11.0,28.47,36.52,43.68,48.38,52.54,51.37,49.67,47.2,43.5,35.11,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,6500.0,7000.0,100.0,13.0,23.09,26.2,30.62,35.41,40.57,46.29,48.7,48.0,46.36,45.25,43.6,34.99,22.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,5800.0,6000.0,100.0,11.0,29.12,36.44,42.5,47.62,51.34,54.54,53.84,52.4,50.44,46.3,35.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,6700.0,7000.0,100.0,13.0,41.18,59.73,72.0,77.91,80.82,82.55,83.5,82.52,80.73,78.45,75.64,71.4,55.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,6500.0,7000.0,100.0,13.0,16.63,20.13,23.53,26.06,30.53,35.49,42.5,47.94,51.2,48.82,45.5,37.44,24.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3338,6800.0,7000.0,100.0,13.0,47.27,68.57,82.66,89.44,92.78,94.77,95.86,94.73,92.68,90.06,86.83,81.97,63.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,8200.0,9000.0,100.0,17.0,30.29,34.12,36.81,38.82,41.88,46.02,48.98,50.0,51.02,52.65,53.1,52.4,51.3,48.2,45.5,42.3,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,8500.0,9000.0,100.0,16.0,5.6,8.86,10.81,11.22,10.86,10.45,9.86,8.91,8.16,7.54,6.99,6.45,6.04,4.68,3.24,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437,5900.0,6200.0,100.0,12.0,25.49,32.72,40.0,46.84,52.43,56.8,52.57,47.82,43.4,39.56,36.5,33.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,5900.0,6200.0,100.0,12.0,25.49,32.72,40.0,46.84,52.43,56.8,52.57,47.82,43.4,39.56,36.5,33.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3341,5900.0,6500.0,100.0,12.0,21.04,27.9,34.58,40.15,44.51,47.6,46.98,46.08,45.09,43.0,34.54,25.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,6800.0,7000.0,100.0,13.0,19.35,20.94,22.73,24.84,26.89,28.4,29.3,28.59,27.35,25.66,23.9,19.71,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,5000.0,5500.0,100.0,11.0,27.57,30.65,36.0,44.44,53.87,62.76,67.74,66.04,61.8,52.0,39.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,6000.0,7000.0,100.0,13.0,39.1,59.3,65.6,68.3,71.9,78.17,84.2,87.5,89.9,88.5,85.64,73.5,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,5200.0,5500.0,100.0,10.0,30.89,37.38,43.95,50.0,55.57,58.8,57.96,53.91,48.7,38.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,6000.0,6500.0,100.0,12.0,52.4,55.9,58.0,59.6,62.4,66.3,67.7,67.2,65.3,57.5,41.9,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,6300.0,7000.0,100.0,13.0,41.42,50.65,59.45,66.1,70.58,74.21,77.86,80.92,83.06,81.11,77.23,71.5,50.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,6000.0,6500.0,100.0,12.0,55.51,59.9,63.19,65.86,68.76,71.82,73.96,73.46,71.56,67.21,56.29,41.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,6200.0,7000.0,100.0,13.0,18.2,23.13,28.0,28.0,28.0,28.0,28.0,28.0,27.34,26.26,24.7,20.86,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,8000.0,8500.0,100.0,16.0,67.87,76.7,85.15,94.18,101.47,105.31,107.88,106.79,103.49,98.59,93.22,88.1,78.24,69.5,61.1,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,7500.0,8000.0,100.0,15.0,7.39,10.08,12.64,15.7,18.26,22.23,24.86,26.57,28.89,30.6,30.54,29.75,28.6,22.91,16.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,7800.0,8000.0,100.0,15.0,11.24,17.87,24.26,30.66,38.37,45.96,51.0,50.8,49.78,48.17,46.08,43.86,40.88,35.38,29.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
